ID,Date,Price,Bedrooms,Bathrooms,Sqft Living,Sqft Lot,Floors,Waterfront,View,Condition,Grade,Sqft Above,Sqft Basement,Year Built,Year Renovated,ZipCode,Latitude,Longitude,Sqft Living 15,Sqft Lot 15,Median Price ID,Status,Month,Season,Median Price Season,Total Avarage Price,Sale Price,Profit,Renovation Sale Price,Profit Renovation
3753000100,28-08-2014,399000.0,3,3.0,1520,1884,3.0,0,0,3,8,1520,0,2009,0,98125,47.7,-122.3,1360,1939,425000.0,Buy,8,Summer,511177.0,468088.5,518700.0,119700.0,622440.0,223440.0
3753000010,07-05-2014,417250.0,3,2.2,1606,1452,3.0,0,0,3,8,1606,0,2009,0,98125,47.7,-122.3,1516,1939,425000.0,Buy,7,Summer,511177.0,468088.5,542425.0,125175.0,650910.0,233660.0
4027701182,22-07-2014,339950.0,3,1.0,1320,11457,1.0,0,0,3,8,1320,0,1959,0,98028,47.8,-122.3,1900,9800,445000.0,Buy,7,Summer,511177.0,478088.5,441935.0,101985.0,530322.0,190372.0
3818700123,13-08-2014,390000.0,3,2.0,2360,5737,2.0,0,0,3,8,2360,0,2003,0,98028,47.8,-122.3,1600,9163,445000.0,Buy,8,Summer,511177.0,478088.5,507000.0,117000.0,608400.0,218400.0
2780700050,06-11-2014,432000.0,3,2.5,1920,9812,2.0,0,0,3,8,1920,0,2000,0,98028,47.8,-122.2,1830,10534,445000.0,Buy,6,Summer,511177.0,478088.5,561600.0,129600.0,673920.0,241920.0
3579000010,14-08-2014,428040.0,3,2.5,2150,9266,2.0,0,0,3,8,2150,0,1988,0,98028,47.7,-122.2,2150,12550,445000.0,Buy,8,Summer,511177.0,478088.5,556452.0,128412.0,667742.4,239702.4
5634500415,15-07-2014,431000.0,3,2.5,1710,12677,2.0,0,0,3,8,1710,0,1996,0,98028,47.8,-122.2,1610,12160,445000.0,Buy,7,Summer,511177.0,478088.5,560300.0,129300.0,672360.0,241360.0
3649100304,19-08-2014,400000.0,3,2.2,1740,11040,2.0,0,0,3,8,1740,0,1980,0,98028,47.7,-122.2,1720,11778,445000.0,Buy,8,Summer,511177.0,478088.5,520000.0,120000.0,624000.0,224000.0
114100155,27-06-2014,355000.0,2,2.2,1330,10838,2.0,0,0,3,8,1330,0,1985,0,98028,47.8,-122.2,1390,10310,445000.0,Buy,6,Summer,511177.0,478088.5,461500.0,106500.0,553800.0,198800.0
3582750120,15-07-2014,409000.0,2,2.2,1640,2128,2.0,0,0,4,8,1640,0,1974,0,98028,47.8,-122.3,1640,2128,445000.0,Buy,7,Summer,511177.0,478088.5,531700.0,122700.0,638040.0,229040.0
5631501073,25-06-2014,374500.0,3,2.2,1400,11400,2.0,0,0,3,8,1400,0,1984,0,98028,47.7,-122.2,2180,9248,445000.0,Buy,6,Summer,511177.0,478088.5,486850.0,112350.0,584220.0,209720.0
5637500070,31-07-2014,438000.0,3,2.5,1520,1304,2.0,0,0,3,8,1180,340,2006,0,98136,47.5,-122.4,1270,1718,489950.0,Buy,7,Summer,511177.0,500563.5,569400.0,131400.0,683280.0,245280.0
2719100042,23-06-2014,458500.0,3,2.0,1890,1599,2.0,0,0,3,9,1430,460,2012,0,98136,47.5,-122.4,1780,1562,489950.0,Buy,6,Summer,511177.0,500563.5,596050.0,137550.0,715260.0,256760.0
2810100023,25-06-2014,395000.0,2,2.2,1350,1493,2.0,0,0,3,8,1050,300,2007,0,98136,47.5,-122.4,1250,1202,489950.0,Buy,6,Summer,511177.0,500563.5,513500.0,118500.0,616200.0,221200.0
3869900139,07-01-2015,484950.0,3,2.2,1590,926,3.0,0,0,3,8,1590,0,2014,0,98136,47.5,-122.4,1640,1321,489950.0,Buy,7,Summer,511177.0,500563.5,630435.0,145485.0,756522.0,271572.0
7625702451,06-01-2015,459000.0,3,2.0,1480,800,2.0,0,0,3,8,1000,480,2014,0,98136,47.5,-122.4,1480,886,489950.0,Buy,6,Summer,511177.0,500563.5,596700.0,137700.0,716040.0,257040.0
7625703354,30-07-2014,384000.0,3,2.2,1430,800,2.0,0,0,3,8,1140,290,2011,0,98136,47.5,-122.4,1430,1387,489950.0,Buy,7,Summer,511177.0,500563.5,499200.0,115200.0,599040.0,215040.0
2810100007,06-05-2015,419950.0,3,2.2,1250,811,3.0,0,0,3,8,1250,0,2014,0,98136,47.5,-122.4,1250,1232,489950.0,Buy,6,Summer,511177.0,500563.5,545935.0,125985.0,655122.0,235172.0
7625702431,16-07-2014,389500.0,3,2.5,1350,874,3.0,0,0,3,8,1270,80,2006,0,98136,47.5,-122.4,1350,886,489950.0,Buy,7,Summer,511177.0,500563.5,506350.0,116850.0,607620.0,218120.0
3869900036,25-07-2014,451300.0,3,2.5,1420,814,2.0,0,0,3,8,1140,280,2008,0,98136,47.5,-122.4,1340,1382,489950.0,Buy,7,Summer,511177.0,500563.5,586690.0,135390.0,704028.0,252728.0
2461900448,16-06-2014,435000.0,3,2.0,1980,2674,3.0,0,0,3,8,1980,0,2007,0,98136,47.6,-122.4,1440,2674,489950.0,Buy,6,Summer,511177.0,500563.5,565500.0,130500.0,678600.0,243600.0
7625702441,08-08-2014,377500.0,3,2.5,1350,886,3.0,0,0,3,8,1270,80,2006,0,98136,47.5,-122.4,1350,886,489950.0,Buy,8,Summer,511177.0,500563.5,490750.0,113250.0,588900.0,211400.0
5547700270,15-07-2014,625000.0,4,2.5,2570,5520,2.0,0,0,3,9,2570,0,2000,0,98074,47.6,-122.0,2470,5669,642000.0,Buy,7,Summer,511177.0,576588.5,687500.0,62500.0,825000.0,200000.0
8077210350,22-07-2014,639000.0,4,2.5,2210,9875,2.0,0,0,3,9,2210,0,1990,0,98074,47.6,-122.0,2440,8799,642000.0,Buy,7,Summer,511177.0,576588.5,702900.0,63900.0,843480.0,204480.0
7504460200,17-07-2014,500000.0,3,2.2,1760,11946,2.0,0,0,3,8,1760,0,1978,0,98074,47.6,-122.0,2080,12068,642000.0,Buy,7,Summer,511177.0,576588.5,650000.0,150000.0,780000.0,280000.0
8651520240,28-07-2014,540000.0,4,2.0,1990,29078,2.0,0,0,3,9,1990,0,1984,0,98074,47.6,-122.1,2310,28353,642000.0,Buy,7,Summer,511177.0,576588.5,702000.0,162000.0,842400.0,302400.0
3578400030,18-07-2014,465000.0,4,2.2,2340,13383,1.0,0,0,3,8,1170,1170,1983,0,98074,47.6,-122.0,1810,12532,642000.0,Buy,7,Summer,511177.0,576588.5,604500.0,139500.0,725400.0,260400.0
3066400140,20-06-2014,632500.0,4,2.5,2090,10306,2.0,0,0,3,10,2090,0,1986,0,98074,47.6,-122.1,2660,11481,642000.0,Buy,6,Summer,511177.0,576588.5,695750.0,63250.0,834900.0,202400.0
3575302345,08-12-2014,508500.0,4,2.8,2520,12500,2.0,0,0,3,8,1720,800,1979,0,98074,47.6,-122.1,2520,13000,642000.0,Buy,8,Summer,511177.0,576588.5,661050.0,152550.0,793260.0,284760.0
8961990090,24-06-2014,535000.0,3,2.5,2070,4132,2.0,0,0,3,8,2070,0,1999,0,98074,47.6,-122.0,1530,5606,642000.0,Buy,6,Summer,511177.0,576588.5,695500.0,160500.0,834600.0,299600.0
1825069031,14-08-2014,550000.0,4,1.8,2410,8447,2.0,0,3,4,8,2060,350,1936,1980,98074,47.6,-122.1,2520,14789,642000.0,Buy,8,Summer,511177.0,576588.5,715000.0,165000.0,858000.0,308000.0
1954430190,08-08-2014,528000.0,4,2.8,2050,7171,1.0,0,0,3,8,1540,510,1988,0,98074,47.6,-122.0,1960,7110,642000.0,Buy,8,Summer,511177.0,576588.5,686400.0,158400.0,823680.0,295680.0
8077200470,18-07-2014,590000.0,4,2.5,2290,11072,2.0,0,0,3,9,2290,0,1986,0,98074,47.6,-122.0,2340,9774,642000.0,Buy,7,Summer,511177.0,576588.5,649000.0,59000.0,778800.0,188800.0
3578401330,18-07-2014,450000.0,3,1.8,1540,9154,1.0,0,0,3,8,1540,0,1983,0,98074,47.6,-122.0,1990,10273,642000.0,Buy,7,Summer,511177.0,576588.5,585000.0,135000.0,702000.0,252000.0
8651510020,27-08-2014,492000.0,3,2.2,2100,7335,2.0,0,0,3,8,2100,0,1983,0,98074,47.6,-122.1,2050,8930,642000.0,Buy,8,Summer,511177.0,576588.5,639600.0,147600.0,767520.0,275520.0
9416400020,27-08-2014,572000.0,3,2.8,2200,3885,2.0,0,0,3,8,2200,0,2002,0,98074,47.6,-122.0,2710,6000,642000.0,Buy,8,Summer,511177.0,576588.5,743600.0,171600.0,892320.0,320320.0
1954400500,25-06-2014,583000.0,3,2.5,1790,8144,2.0,0,0,3,8,1790,0,1989,0,98074,47.6,-122.0,1800,7503,642000.0,Buy,6,Summer,511177.0,576588.5,641300.0,58300.0,769560.0,186560.0
1954440050,25-07-2014,550000.0,4,2.5,2050,8683,2.0,0,0,3,8,2050,0,1987,0,98074,47.6,-122.0,2010,8744,642000.0,Buy,7,Summer,511177.0,576588.5,715000.0,165000.0,858000.0,308000.0
8078440050,30-07-2014,569500.0,4,2.5,2340,8248,2.0,0,0,3,8,2340,0,1989,0,98074,47.6,-122.0,2140,9963,642000.0,Buy,7,Summer,511177.0,576588.5,740350.0,170850.0,888420.0,318920.0
8651510380,21-08-2014,310000.0,3,2.0,2070,9195,1.0,0,0,3,8,1220,850,1982,0,98074,47.6,-122.1,2080,9551,642000.0,Buy,8,Summer,511177.0,576588.5,403000.0,93000.0,483600.0,173600.0
2872900050,07-10-2014,400000.0,3,2.5,1450,8064,1.0,0,0,3,8,1450,0,1984,0,98074,47.6,-122.0,1710,9554,642000.0,Buy,7,Summer,511177.0,576588.5,520000.0,120000.0,624000.0,224000.0
2872900280,06-04-2015,540000.0,4,2.2,3040,10283,1.0,0,0,4,8,1430,1610,1984,0,98074,47.6,-122.0,1870,11074,642000.0,Buy,6,Summer,511177.0,576588.5,702000.0,162000.0,842400.0,302400.0
3578401760,20-08-2014,393000.0,3,2.0,1320,10720,2.0,0,0,3,8,1320,0,1981,0,98074,47.6,-122.0,1910,13639,642000.0,Buy,8,Summer,511177.0,576588.5,510900.0,117900.0,613080.0,220080.0
7527000090,14-08-2014,540000.0,4,1.8,2260,19500,1.0,0,2,3,8,1450,810,1971,0,98074,47.7,-122.1,2980,19500,642000.0,Buy,8,Summer,511177.0,576588.5,702000.0,162000.0,842400.0,302400.0
8078410210,16-06-2014,566000.0,4,2.2,2170,7737,2.0,0,0,3,8,2170,0,1987,0,98074,47.6,-122.0,1850,8869,642000.0,Buy,6,Summer,511177.0,576588.5,735800.0,169800.0,882960.0,316960.0
3325069025,08-05-2015,500000.0,3,1.0,2000,21780,1.0,0,0,3,8,1480,520,1978,0,98074,47.6,-122.0,2000,45738,642000.0,Buy,8,Summer,511177.0,576588.5,650000.0,150000.0,780000.0,280000.0
8677300720,17-06-2014,616000.0,4,2.5,2490,12929,2.0,0,0,3,9,2490,0,1983,0,98074,47.6,-122.0,2440,12929,642000.0,Buy,6,Summer,511177.0,576588.5,677600.0,61600.0,813120.0,197120.0
8562901250,27-08-2014,516000.0,4,2.8,2210,10800,1.0,0,0,4,8,1170,1040,1997,0,98074,47.6,-122.1,2210,10800,642000.0,Buy,8,Summer,511177.0,576588.5,670800.0,154800.0,804960.0,288960.0
1785400300,21-08-2014,525000.0,3,2.0,1640,15258,1.0,0,0,3,8,1640,0,1981,0,98074,47.6,-122.0,1640,16345,642000.0,Buy,8,Summer,511177.0,576588.5,682500.0,157500.0,819000.0,294000.0
7504001340,29-08-2014,565000.0,3,3.0,1850,12556,2.0,0,0,3,9,1850,0,1976,0,98074,47.6,-122.1,2390,12474,642000.0,Buy,8,Summer,511177.0,576588.5,734500.0,169500.0,881400.0,316400.0
8644400040,29-07-2014,605000.0,4,2.2,2510,31584,2.0,0,0,4,9,2510,0,1979,0,98074,47.6,-122.1,2510,39221,642000.0,Buy,7,Summer,511177.0,576588.5,665500.0,60500.0,798600.0,193600.0
6600220550,26-06-2014,495000.0,3,1.8,1440,11787,1.0,0,0,3,8,1440,0,1983,0,98074,47.6,-122.0,2190,11787,642000.0,Buy,6,Summer,511177.0,576588.5,643500.0,148500.0,772200.0,277200.0
3578400270,23-06-2014,430000.0,3,1.8,1300,12731,1.0,0,0,3,8,1300,0,1981,0,98074,47.6,-122.0,1700,13556,642000.0,Buy,6,Summer,511177.0,576588.5,559000.0,129000.0,670800.0,240800.0
1954400060,06-05-2014,515000.0,3,2.5,1790,7167,2.0,0,0,3,8,1790,0,1989,0,98074,47.6,-122.0,1680,7418,642000.0,Buy,6,Summer,511177.0,576588.5,669500.0,154500.0,803400.0,288400.0
8651500710,06-11-2014,608700.0,4,2.5,2260,9696,1.0,0,0,3,9,2260,0,1983,0,98074,47.6,-122.1,2400,12111,642000.0,Buy,6,Summer,511177.0,576588.5,669570.0,60870.0,803484.0,194784.0
8562900310,13-06-2014,615000.0,3,1.8,2350,20820,1.0,0,0,4,8,1800,550,1978,0,98074,47.6,-122.1,2040,10800,642000.0,Buy,6,Summer,511177.0,576588.5,676500.0,61500.0,811800.0,196800.0
1954430390,07-07-2014,575000.0,4,2.5,2400,6137,2.0,0,0,3,8,2400,0,1990,0,98074,47.6,-122.0,2120,7468,642000.0,Buy,7,Summer,511177.0,576588.5,747500.0,172500.0,897000.0,322000.0
8651480550,23-06-2014,600000.0,3,2.5,2260,10153,2.0,0,0,3,10,2260,0,1987,0,98074,47.6,-122.1,2740,10153,642000.0,Buy,6,Summer,511177.0,576588.5,660000.0,60000.0,792000.0,192000.0
2872900390,14-08-2014,507000.0,3,2.2,1810,8158,1.0,0,0,3,8,1450,360,1984,0,98074,47.6,-122.0,1740,9532,642000.0,Buy,8,Summer,511177.0,576588.5,659100.0,152100.0,790920.0,283920.0
8078430030,16-07-2014,560000.0,3,2.5,1960,9686,1.0,0,0,3,8,1460,500,1989,0,98074,47.6,-122.0,1960,8254,642000.0,Buy,7,Summer,511177.0,576588.5,728000.0,168000.0,873600.0,313600.0
3575200030,29-07-2014,549000.0,4,2.2,2420,59800,1.0,0,0,4,8,1350,1070,1985,0,98074,47.6,-122.1,2160,17598,642000.0,Buy,7,Summer,511177.0,576588.5,713700.0,164700.0,856440.0,307440.0
3578400710,06-02-2015,390000.0,3,2.0,1010,14183,1.0,0,0,3,8,1010,0,1982,0,98074,47.6,-122.0,1750,11700,642000.0,Buy,6,Summer,511177.0,576588.5,507000.0,117000.0,608400.0,218400.0
6646200770,24-07-2014,610000.0,4,2.5,2410,15899,2.0,0,3,3,9,2410,0,1990,0,98074,47.6,-122.0,2360,11412,642000.0,Buy,7,Summer,511177.0,576588.5,671000.0,61000.0,805200.0,195200.0
7504200120,13-06-2014,430000.0,3,2.0,1910,5040,1.5,0,0,3,8,1910,0,1971,0,98074,47.6,-122.1,1980,4275,642000.0,Buy,6,Summer,511177.0,576588.5,559000.0,129000.0,670800.0,240800.0
8651510610,26-06-2014,475580.0,3,1.8,1520,11085,1.0,0,0,3,8,1520,0,1983,0,98074,47.6,-122.1,2310,9647,642000.0,Buy,6,Summer,511177.0,576588.5,618254.0,142674.0,741904.8,266324.8
7504100910,06-10-2014,535000.0,3,2.5,2400,12546,1.0,0,0,3,9,2400,0,1983,0,98074,47.6,-122.0,2940,12150,642000.0,Buy,6,Summer,511177.0,576588.5,695500.0,160500.0,834600.0,299600.0
1939120540,22-07-2014,640000.0,3,2.5,2390,8315,2.0,0,0,4,9,2390,0,1990,0,98074,47.6,-122.0,2370,7816,642000.0,Buy,7,Summer,511177.0,576588.5,704000.0,64000.0,844800.0,204800.0
8635760040,08-10-2014,420000.0,3,2.5,1770,3993,2.0,0,0,3,8,1770,0,1999,0,98074,47.6,-122.0,1820,4046,642000.0,Buy,8,Summer,511177.0,576588.5,546000.0,126000.0,655200.0,235200.0
8651540040,18-07-2014,549000.0,3,2.2,1920,10961,2.0,0,0,3,8,1920,0,1981,0,98074,47.6,-122.1,2000,10706,642000.0,Buy,7,Summer,511177.0,576588.5,713700.0,164700.0,856440.0,307440.0
7504021310,06-05-2014,525000.0,3,2.5,2970,11985,1.0,0,0,3,9,1770,1200,1995,0,98074,47.6,-122.1,2990,12049,642000.0,Buy,6,Summer,511177.0,576588.5,682500.0,157500.0,819000.0,294000.0
1939130420,15-07-2014,640000.0,4,2.5,2500,7417,2.0,0,0,3,9,2500,0,1991,0,98074,47.6,-122.0,2770,8188,642000.0,Buy,7,Summer,511177.0,576588.5,704000.0,64000.0,844800.0,204800.0
8078430480,06-08-2014,545000.0,4,2.5,2040,7412,2.0,0,0,3,8,2040,0,1988,0,98074,47.6,-122.0,2050,7830,642000.0,Buy,6,Summer,511177.0,576588.5,708500.0,163500.0,850200.0,305200.0
8635750980,14-07-2014,570000.0,4,2.5,2640,4200,2.0,0,0,3,8,2640,0,1998,0,98074,47.6,-122.0,2460,4200,642000.0,Buy,7,Summer,511177.0,576588.5,741000.0,171000.0,889200.0,319200.0
8651520420,06-06-2014,539000.0,3,2.0,2260,9568,1.0,0,0,3,8,1780,480,1985,0,98074,47.6,-122.1,2250,9744,642000.0,Buy,6,Summer,511177.0,576588.5,700700.0,161700.0,840840.0,301840.0
8635750950,07-06-2014,568500.0,4,2.5,2460,4200,2.0,0,0,3,8,2460,0,1998,0,98074,47.6,-122.0,2460,4200,642000.0,Buy,7,Summer,511177.0,576588.5,739050.0,170550.0,886860.0,318360.0
6646200280,15-07-2014,561600.0,4,2.5,2350,6624,2.0,0,0,3,9,2350,0,1990,0,98074,47.6,-122.0,2590,11240,642000.0,Buy,7,Summer,511177.0,576588.5,730080.0,168480.0,876096.0,314496.0
8078430130,07-04-2015,583000.0,3,2.2,1830,8276,1.0,0,0,3,8,1350,480,1989,0,98074,47.6,-122.0,1920,8276,642000.0,Buy,7,Summer,511177.0,576588.5,641300.0,58300.0,769560.0,186560.0
8651511060,30-06-2014,530000.0,4,2.2,1980,15086,2.0,0,0,3,8,1980,0,1981,0,98074,47.6,-122.1,2100,10927,642000.0,Buy,6,Summer,511177.0,576588.5,689000.0,159000.0,826800.0,296800.0
1785400770,25-08-2014,500000.0,4,2.2,1960,12436,2.0,0,0,3,8,1960,0,1984,0,98074,47.6,-122.0,1960,12436,642000.0,Buy,8,Summer,511177.0,576588.5,650000.0,150000.0,780000.0,280000.0
7504020610,18-06-2014,615000.0,5,2.2,2480,12070,2.0,0,0,3,9,2480,0,1978,0,98074,47.6,-122.1,2570,12000,642000.0,Buy,6,Summer,511177.0,576588.5,676500.0,61500.0,811800.0,196800.0
1939100610,23-06-2014,560000.0,4,2.5,2300,7989,2.0,0,0,3,9,2300,0,1990,0,98074,47.6,-122.0,2280,8835,642000.0,Buy,6,Summer,511177.0,576588.5,728000.0,168000.0,873600.0,313600.0
7504460090,25-07-2014,473000.0,3,2.2,1890,12236,1.0,0,0,3,8,1890,0,1978,0,98074,47.6,-122.0,2390,12323,642000.0,Buy,7,Summer,511177.0,576588.5,614900.0,141900.0,737880.0,264880.0
1939130730,17-07-2014,635000.0,4,2.0,2260,8457,2.0,0,0,3,9,2260,0,1992,0,98074,47.6,-122.0,2410,7713,642000.0,Buy,7,Summer,511177.0,576588.5,698500.0,63500.0,838200.0,203200.0
3575305452,17-07-2014,635000.0,4,2.2,2240,5000,2.0,0,0,3,8,2240,0,2013,0,98074,47.6,-122.1,1760,7500,642000.0,Buy,7,Summer,511177.0,576588.5,698500.0,63500.0,838200.0,203200.0
8682262400,18-07-2014,430000.0,2,1.8,1350,4003,1.0,0,0,3,8,1350,0,2004,0,98053,47.7,-122.0,1350,4479,635000.0,Buy,7,Summer,511177.0,573088.5,559000.0,129000.0,670800.0,240800.0
8682291940,30-06-2014,419000.0,2,1.8,1510,4980,1.0,0,0,3,8,1510,0,2006,0,98053,47.7,-122.0,1350,4157,635000.0,Buy,6,Summer,511177.0,573088.5,544700.0,125700.0,653640.0,234640.0
1330900570,06-11-2014,575000.0,4,2.5,2520,35636,2.0,0,0,3,8,2520,0,1980,0,98053,47.7,-122.0,2230,35673,635000.0,Buy,6,Summer,511177.0,573088.5,632500.0,57500.0,759000.0,184000.0
1332000110,25-07-2014,635000.0,4,2.5,2490,40608,2.0,0,0,3,9,2490,0,1997,0,98053,47.7,-122.0,3170,45441,635000.0,Buy,7,Summer,511177.0,573088.5,698500.0,63500.0,838200.0,203200.0
6979920090,26-06-2014,550000.0,4,2.5,2150,27540,2.0,0,0,3,8,2150,0,1997,0,98053,47.6,-122.0,2150,27540,635000.0,Buy,6,Summer,511177.0,573088.5,715000.0,165000.0,858000.0,308000.0
8682291720,08-05-2014,559950.0,2,2.0,1870,4950,1.0,0,0,3,8,1870,0,2006,0,98053,47.7,-122.0,1670,4800,635000.0,Buy,8,Summer,511177.0,573088.5,727935.0,167985.0,873522.0,313572.0
8682301910,22-07-2014,389000.0,2,2.0,1340,4122,1.0,0,0,3,8,1340,0,2007,0,98053,47.7,-122.0,1350,4273,635000.0,Buy,7,Summer,511177.0,573088.5,505700.0,116700.0,606840.0,217840.0
205000010,24-06-2014,620000.0,4,2.5,2450,55387,2.0,0,0,3,9,2450,0,1994,0,98053,47.6,-122.0,2730,38827,635000.0,Buy,6,Summer,511177.0,573088.5,682000.0,62000.0,818400.0,198400.0
8682291630,07-10-2014,559000.0,2,2.0,1930,5520,1.0,0,0,3,8,1930,0,2006,0,98053,47.7,-122.0,1640,4533,635000.0,Buy,7,Summer,511177.0,573088.5,726700.0,167700.0,872040.0,313040.0
8682260470,19-06-2014,437000.0,2,1.8,1440,4225,1.0,0,0,3,8,1440,0,2005,0,98053,47.7,-122.0,1680,6200,635000.0,Buy,6,Summer,511177.0,573088.5,568100.0,131100.0,681720.0,244720.0
2621700010,08-05-2014,569000.0,4,2.2,2250,41688,2.0,0,0,3,8,2250,0,1980,0,98053,47.7,-122.0,2350,37920,635000.0,Buy,8,Summer,511177.0,573088.5,739700.0,170700.0,887640.0,318640.0
625069064,07-05-2015,625000.0,3,2.2,2570,47480,1.0,0,0,3,9,2570,0,1979,0,98053,47.7,-122.1,2570,106722,635000.0,Buy,7,Summer,511177.0,573088.5,687500.0,62500.0,825000.0,200000.0
1525069058,26-06-2014,568000.0,4,1.8,2110,265716,1.0,0,0,4,8,2110,0,1979,0,98053,47.7,-122.0,2110,110597,635000.0,Buy,6,Summer,511177.0,573088.5,738400.0,170400.0,886080.0,318080.0
8682230400,07-05-2014,428000.0,2,2.0,1350,3900,1.0,0,0,3,8,1350,0,2003,0,98053,47.7,-122.0,1440,3900,635000.0,Buy,7,Summer,511177.0,573088.5,556400.0,128400.0,667680.0,239680.0
8682292180,25-07-2014,410000.0,2,2.0,1350,3926,1.0,0,0,3,8,1350,0,2007,0,98053,47.7,-122.0,1440,3926,635000.0,Buy,7,Summer,511177.0,573088.5,533000.0,123000.0,639600.0,229600.0
8682281600,08-07-2014,592350.0,2,2.0,1570,4665,1.0,0,0,3,8,1570,0,2006,0,98053,47.7,-122.0,2165,6262,635000.0,Buy,8,Summer,511177.0,573088.5,651585.0,59235.0,781902.0,189552.0
8682281480,25-07-2014,592500.0,2,2.0,1870,4751,1.0,0,0,3,8,1870,0,2006,0,98053,47.7,-122.0,2170,5580,635000.0,Buy,7,Summer,511177.0,573088.5,651750.0,59250.0,782100.0,189600.0
6134500220,28-07-2014,583800.0,3,2.5,2480,6600,2.0,0,0,3,8,2480,0,2002,0,98053,47.6,-122.0,2310,6656,635000.0,Buy,7,Summer,511177.0,573088.5,642180.0,58380.0,770616.0,186816.0
8682262260,06-11-2014,515000.0,2,1.8,1930,5570,1.0,0,0,3,8,1930,0,2005,0,98053,47.7,-122.0,1810,5178,635000.0,Buy,6,Summer,511177.0,573088.5,669500.0,154500.0,803400.0,288400.0
7511200020,29-08-2014,509900.0,3,1.8,1690,53578,1.0,0,0,3,8,1690,0,1984,0,98053,47.7,-122.0,2290,52707,635000.0,Buy,8,Summer,511177.0,573088.5,662870.0,152970.0,795444.0,285544.0
8682310470,07-01-2015,445000.0,2,1.8,1440,4660,1.0,0,2,3,8,1440,0,2008,0,98053,47.7,-122.0,1680,4989,635000.0,Buy,7,Summer,511177.0,573088.5,578500.0,133500.0,694200.0,249200.0
8682262230,26-08-2014,489000.0,2,1.8,1810,4220,2.0,0,0,3,8,1810,0,2004,0,98053,47.7,-122.0,1350,4479,635000.0,Buy,8,Summer,511177.0,573088.5,635700.0,146700.0,762840.0,273840.0
9508850120,27-06-2014,602000.0,4,1.8,2420,37800,1.0,0,0,4,8,1880,540,1981,0,98053,47.7,-122.0,2780,35532,635000.0,Buy,6,Summer,511177.0,573088.5,662200.0,60200.0,794640.0,192640.0
8682260850,29-07-2014,504975.0,2,2.5,1900,4871,2.0,0,0,3,8,1900,0,2005,0,98053,47.7,-122.0,1640,4780,635000.0,Buy,7,Summer,511177.0,573088.5,656467.5,151492.5,787761.0,282786.0
8682261140,18-06-2014,564000.0,2,2.0,1690,4500,1.0,0,0,3,8,1690,0,2004,0,98053,47.7,-122.0,1640,4500,635000.0,Buy,6,Summer,511177.0,573088.5,733200.0,169200.0,879840.0,315840.0
